weaponId,weapon,cls,field,value,status,confidence,sourceType,source,reDerivedBy,snapshotVersion,stale,lastVerified,affects,why
"m60","M/60","LMG","adsTime",420,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner","ranking tie-break only"
"m60","M/60","LMG","fireMode","auto","HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|redsecArmour","selects burst/auto cadence, and gates the REDSEC close-range armour rule which applies only to auto"
"m60","M/60","LMG","ammoProfile","5 options, default standard","HIGH_CONFIDENCE","snapshot; point costs pinned, per-ammo damage transforms not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|attachmentWinner","ammo can change per-shot damage and velocity, so it changes the winning build"
"rpkm","RPKM","LMG","dmg","9 tiers, 35.22 max","VERIFIED","verified","pinned game-file snapshot","Sym.gg 1.3.3.0 game-file curve (retrieved 2026-07-25); stepped tiers, provisional pending in-game confirmation","LMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|weaponWinner|attachmentWinner","damage at distance sets BTK directly, and BTK drives TTK, ranking and which ammo/barrel wins"
"rpkm","RPKM","LMG","rpm",553.846,"VERIFIED","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","LMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner","shot interval is (btk-1)*60000/rpm; BTK itself is unaffected"
"rpkm","RPKM","LMG","bulletVel",630,"VERIFIED","verified-exact","verified ballistics list","data/ballistics.json verified list","ballistic TTK audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|attachmentWinner","projectile flight time is added to trigger-to-kill, and barrel/ammo velocity modifiers are scored against it"
"rpkm","RPKM","LMG","mag",41,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","initial trigger-to-kill never spans a reload; magazine size does not enter BTK or TTK"
"rpkm","RPKM","LMG","tacRld",2.8,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"rpkm","RPKM","LMG","emptyRld",3.284,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"rpkm","RPKM","LMG","recoilV",0.6552679088502079,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index, which is 45% of the BALANCED ranking"
"rpkm","RPKM","LMG","recoilVar",17.5,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"rpkm","RPKM","LMG","spreadMax",9,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"rpkm","RPKM","LMG","adsTime",310,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner","ranking tie-break only"
"rpkm","RPKM","LMG","fireMode","auto","HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|redsecArmour","selects burst/auto cadence, and gates the REDSEC close-range armour rule which applies only to auto"
"rpkm","RPKM","LMG","ammoProfile","6 options, default standard","HIGH_CONFIDENCE","snapshot; point costs pinned, per-ammo damage transforms not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|attachmentWinner","ammo can change per-shot damage and velocity, so it changes the winning build"
"m123k","M123K","LMG","dmg","5 tiers, 26.05 max","VERIFIED","verified","pinned game-file snapshot","Sym.gg 1.3.3.0 game-file curve (retrieved 2026-07-25); stepped tiers, provisional pending in-game confirmation","LMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|weaponWinner|attachmentWinner","damage at distance sets BTK directly, and BTK drives TTK, ranking and which ammo/barrel wins"
"m123k","M123K","LMG","rpm",830.769,"VERIFIED","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","LMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner","shot interval is (btk-1)*60000/rpm; BTK itself is unaffected"
"m123k","M123K","LMG","bulletVel",630,"VERIFIED","verified-exact","verified ballistics list","data/ballistics.json verified list","ballistic TTK audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|attachmentWinner","projectile flight time is added to trigger-to-kill, and barrel/ammo velocity modifiers are scored against it"
"m123k","M123K","LMG","mag",100,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","initial trigger-to-kill never spans a reload; magazine size does not enter BTK or TTK"
"m123k","M123K","LMG","tacRld",6.65,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"m123k","M123K","LMG","emptyRld",7.434,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"m123k","M123K","LMG","recoilV",0.6107296272745169,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index, which is 45% of the BALANCED ranking"
"m123k","M123K","LMG","recoilVar",47.7,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"m123k","M123K","LMG","spreadMax",11,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"m123k","M123K","LMG","adsTime",400,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner","ranking tie-break only"
"m123k","M123K","LMG","fireMode","auto","HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|redsecArmour","selects burst/auto cadence, and gates the REDSEC close-range armour rule which applies only to auto"
"m123k","M123K","LMG","ammoProfile","4 options, default standard","HIGH_CONFIDENCE","snapshot; point costs pinned, per-ammo damage transforms not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|attachmentWinner","ammo can change per-shot damage and velocity, so it changes the winning build"
"m250","M250","LMG","dmg","2 tiers, 26.05 max","VERIFIED","verified","pinned game-file snapshot","Sym.gg 1.3.3.0 game-file curve (retrieved 2026-07-25); special damage profile: no falloff at any range (user-confirmed)","LMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|weaponWinner|attachmentWinner","damage at distance sets BTK directly, and BTK drives TTK, ranking and which ammo/barrel wins"
"m250","M250","LMG","rpm",674.999,"VERIFIED","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","LMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner","shot interval is (btk-1)*60000/rpm; BTK itself is unaffected"
"m250","M250","LMG","bulletVel",724,"VERIFIED","verified-exact","verified ballistics list","data/ballistics.json verified list","ballistic TTK audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|attachmentWinner","projectile flight time is added to trigger-to-kill, and barrel/ammo velocity modifiers are scored against it"
"m250","M250","LMG","mag",50,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","initial trigger-to-kill never spans a reload; magazine size does not enter BTK or TTK"
"m250","M250","LMG","tacRld",5.75,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"m250","M250","LMG","emptyRld",6.134,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"m250","M250","LMG","recoilV",0.7266832146901031,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index, which is 45% of the BALANCED ranking"
"m250","M250","LMG","recoilVar",35.9,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"m250","M250","LMG","spreadMax",11,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"m250","M250","LMG","adsTime",360,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner","ranking tie-break only"
"m250","M250","LMG","fireMode","auto","HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|redsecArmour","selects burst/auto cadence, and gates the REDSEC close-range armour rule which applies only to auto"
"m250","M250","LMG","ammoProfile","4 options, default standard","HIGH_CONFIDENCE","snapshot; point costs pinned, per-ammo damage transforms not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|attachmentWinner","ammo can change per-shot damage and velocity, so it changes the winning build"
"kts100","KTS100 MK8","LMG","dmg","5 tiers, 26.05 max","VERIFIED","verified","pinned game-file snapshot","Sym.gg 1.3.3.0 game-file curve (retrieved 2026-07-25); stepped tiers, provisional pending in-game confirmation","LMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|weaponWinner|attachmentWinner","damage at distance sets BTK directly, and BTK drives TTK, ranking and which ammo/barrel wins"
"kts100","KTS100 MK8","LMG","rpm",514.285,"VERIFIED","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","LMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner","shot interval is (btk-1)*60000/rpm; BTK itself is unaffected"
"kts100","KTS100 MK8","LMG","bulletVel",808,"VERIFIED","verified-exact","verified ballistics list","data/ballistics.json verified list","ballistic TTK audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|attachmentWinner","projectile flight time is added to trigger-to-kill, and barrel/ammo velocity modifiers are scored against it"
"kts100","KTS100 MK8","LMG","mag",60,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","initial trigger-to-kill never spans a reload; magazine size does not enter BTK or TTK"
"kts100","KTS100 MK8","LMG","tacRld",3.25,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"kts100","KTS100 MK8","LMG","emptyRld",3.984,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"kts100","KTS100 MK8","LMG","recoilV",0.5249051373057618,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index, which is 45% of the BALANCED ranking"
"kts100","KTS100 MK8","LMG","recoilVar",9.5,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"kts100","KTS100 MK8","LMG","spreadMax",9,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"kts100","KTS100 MK8","LMG","adsTime",320,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner","ranking tie-break only"
"kts100","KTS100 MK8","LMG","fireMode","auto","HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|redsecArmour","selects burst/auto cadence, and gates the REDSEC close-range armour rule which applies only to auto"
"kts100","KTS100 MK8","LMG","ammoProfile","6 options, default standard","HIGH_CONFIDENCE","snapshot; point costs pinned, per-ammo damage transforms not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|attachmentWinner","ammo can change per-shot damage and velocity, so it changes the winning build"
"m240l","M240L","LMG","dmg","5 tiers, 35.22 max","VERIFIED","verified","pinned game-file snapshot","Sym.gg 1.3.3.0 game-file curve (retrieved 2026-07-25); stepped tiers, provisional pending in-game confirmation","LMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|weaponWinner|attachmentWinner","damage at distance sets BTK directly, and BTK drives TTK, ranking and which ammo/barrel wins"
"m240l","M240L","LMG","rpm",599.999,"VERIFIED","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","LMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner","shot interval is (btk-1)*60000/rpm; BTK itself is unaffected"
"m240l","M240L","LMG","bulletVel",590,"VERIFIED","verified-exact","verified ballistics list","data/ballistics.json verified list","ballistic TTK audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|attachmentWinner","projectile flight time is added to trigger-to-kill, and barrel/ammo velocity modifiers are scored against it"
"m240l","M240L","LMG","mag",50,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","initial trigger-to-kill never spans a reload; magazine size does not enter BTK or TTK"
"m240l","M240L","LMG","tacRld",4.25,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"m240l","M240L","LMG","emptyRld",5.9,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"m240l","M240L","LMG","recoilV",0.8064454775462087,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index, which is 45% of the BALANCED ranking"
"m240l","M240L","LMG","recoilVar",34.5,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"m240l","M240L","LMG","spreadMax",11,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"m240l","M240L","LMG","adsTime",410,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner","ranking tie-break only"
"m240l","M240L","LMG","fireMode","auto","HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|redsecArmour","selects burst/auto cadence, and gates the REDSEC close-range armour rule which applies only to auto"
"m240l","M240L","LMG","ammoProfile","5 options, default standard","HIGH_CONFIDENCE","snapshot; point costs pinned, per-ammo damage transforms not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|attachmentWinner","ammo can change per-shot damage and velocity, so it changes the winning build"
"m121a2","M121 A2","LMG","dmg","5 tiers, 35.22 max","VERIFIED","verified","pinned game-file snapshot","Sym.gg 1.3.3.0 game-file curve (retrieved 2026-07-25); stepped tiers, provisional pending in-game confirmation","LMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|weaponWinner|attachmentWinner","damage at distance sets BTK directly, and BTK drives TTK, ranking and which ammo/barrel wins"
"m121a2","M121 A2","LMG","rpm",654.545,"VERIFIED","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","LMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner","shot interval is (btk-1)*60000/rpm; BTK itself is unaffected"
"m121a2","M121 A2","LMG","bulletVel",560,"VERIFIED","verified-exact","verified ballistics list","data/ballistics.json verified list","ballistic TTK audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|attachmentWinner","projectile flight time is added to trigger-to-kill, and barrel/ammo velocity modifiers are scored against it"
"m121a2","M121 A2","LMG","mag",50,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","initial trigger-to-kill never spans a reload; magazine size does not enter BTK or TTK"
"m121a2","M121 A2","LMG","tacRld",6.267,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"m121a2","M121 A2","LMG","emptyRld",7.25,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"m121a2","M121 A2","LMG","recoilV",0.805977209331897,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index, which is 45% of the BALANCED ranking"
"m121a2","M121 A2","LMG","recoilVar",31.8,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"m121a2","M121 A2","LMG","spreadMax",11,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"m121a2","M121 A2","LMG","adsTime",390,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner","ranking tie-break only"
"m121a2","M121 A2","LMG","fireMode","auto","HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|redsecArmour","selects burst/auto cadence, and gates the REDSEC close-range armour rule which applies only to auto"
"m121a2","M121 A2","LMG","ammoProfile","5 options, default standard","HIGH_CONFIDENCE","snapshot; point costs pinned, per-ammo damage transforms not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|attachmentWinner","ammo can change per-shot damage and velocity, so it changes the winning build"
"rpk74m","RPK-74M","LMG","dmg","5 tiers, 20.67 max","VERIFIED","verified","pinned game-file snapshot","Sym.gg 1.3.3.0 game-file curve (retrieved 2026-07-25); stepped tiers, provisional pending in-game confirmation","LMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|weaponWinner|attachmentWinner","damage at distance sets BTK directly, and BTK drives TTK, ranking and which ammo/barrel wins"
"rpk74m","RPK-74M","LMG","rpm",685.714,"VERIFIED","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","LMG class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner","shot interval is (btk-1)*60000/rpm; BTK itself is unaffected"
"rpk74m","RPK-74M","LMG","bulletVel",808,"VERIFIED","verified-exact","verified ballistics list","data/ballistics.json verified list","ballistic TTK audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|attachmentWinner","projectile flight time is added to trigger-to-kill, and barrel/ammo velocity modifiers are scored against it"
"rpk74m","RPK-74M","LMG","mag",46,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","initial trigger-to-kill never spans a reload; magazine size does not enter BTK or TTK"
"rpk74m","RPK-74M","LMG","tacRld",2.784,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"rpk74m","RPK-74M","LMG","emptyRld",3.1,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"rpk74m","RPK-74M","LMG","recoilV",0.47528607726642336,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index, which is 45% of the BALANCED ranking"
"rpk74m","RPK-74M","LMG","recoilVar",16.1,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"rpk74m","RPK-74M","LMG","spreadMax",9,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index"
"rpk74m","RPK-74M","LMG","adsTime","","MISSING","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner","ranking tie-break only"
"rpk74m","RPK-74M","LMG","fireMode","auto","HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|redsecArmour","selects burst/auto cadence, and gates the REDSEC close-range armour rule which applies only to auto"
"rpk74m","RPK-74M","LMG","ammoProfile","6 options, default standard","HIGH_CONFIDENCE","snapshot; point costs pinned, per-ammo damage transforms not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|attachmentWinner","ammo can change per-shot damage and velocity, so it changes the winning build"
"m39emr","M39 EMR","DMR","dmg","5 tiers, 41.5 max","VERIFIED","verified","pinned game-file snapshot","Sym.gg 1.3.3.0 game-file curve (retrieved 2026-07-25); stepped tiers, provisional pending in-game confirmation","DMR class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","BTK|TTK|weaponWinner|attachmentWinner","damage at distance sets BTK directly, and BTK drives TTK, ranking and which ammo/barrel wins"
"m39emr","M39 EMR","DMR","rpm",257.142,"VERIFIED","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","DMR class audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner","shot interval is (btk-1)*60000/rpm; BTK itself is unaffected"
"m39emr","M39 EMR","DMR","bulletVel",760,"VERIFIED","verified-exact","verified ballistics list","data/ballistics.json verified list","ballistic TTK audit","1.3.3.0",true,"2026-09-03T10:59:01.034Z","TTK|weaponWinner|attachmentWinner","projectile flight time is added to trigger-to-kill, and barrel/ammo velocity modifiers are scored against it"
"m39emr","M39 EMR","DMR","mag",21,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","initial trigger-to-kill never spans a reload; magazine size does not enter BTK or TTK"
"m39emr","M39 EMR","DMR","tacRld",2.534,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"m39emr","M39 EMR","DMR","emptyRld",2.85,"HIGH_CONFIDENCE","snapshot","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","","reload time is displayed, not used in initial TTK"
"m39emr","M39 EMR","DMR","recoilV",1.745759610105661,"HIGH_CONFIDENCE","snapshot; not independently re-derived","pinned upstream snapshot","raymdl/BF6-Weapon-Analyzer","","1.3.3.0",true,"2026-09-03T10:59:01.034Z","weaponWinner|attachmentWinner","feeds Beam Index, which is 45% of the BALANCED ranking"
